MSG	859894 TRIAL 12 START
MSG	861388 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.26 deg.  -5.1,-8.0 pix.
MSG	862136 RECCFG P 500 2 1 
MSG	862136 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	862137 !MODE RECORD P 500 2 1
START	862138 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
862980	  971.9	  570.9	  247.0	.
862982	  971.8	  570.7	  247.0	.
862984	  971.7	  571.3	  248.0	.
862986	  971.6	  571.3	  250.0	.
862988	  971.8	  571.9	  250.0	.
862990	  970.8	  572.2	  249.0	.
862992	  969.7	  572.1	  248.0	.
862994	  969.5	  572.9	  247.0	.
862996	  970.1	  572.5	  247.0	.
862998	  970.4	  572.4	  247.0	.
863000	  970.6	  572.2	  247.0	.
863002	  970.1	  572.7	  246.0	.
863004	  969.6	  573.0	  246.0	.
863006	  968.7	  573.9	  245.0	.
863008	  968.6	  573.8	  245.0	.
863010	  969.0	  573.9	  245.0	.
863012	  969.1	  573.9	  246.0	.
863014	  969.3	  573.9	  248.0	.
863016	  969.7	  574.3	  248.0	.
863018	  969.0	  574.9	  247.0	.
863020	  968.1	  574.6	  247.0	.
863022	  968.1	  574.2	  246.0	.
863024	  968.0	  573.9	  246.0	.
863026	  968.8	  573.5	  247.0	.
863028	  968.6	  573.0	  247.0	.
863030	  969.5	  572.5	  246.0	.
863032	  969.5	  570.1	  246.0	.
863034	  969.7	  570.4	  245.0	.
863036	  970.7	  570.6	  245.0	.
863038	  970.4	  571.5	  245.0	.
863040	  969.9	  571.3	  245.0	.
863042	  969.5	  571.3	  245.0	.
863044	  970.0	  571.2	  245.0	.
863046	  970.4	  571.1	  245.0	.
863048	  970.6	  570.1	  245.0	.
863050	  970.8	  569.1	  242.0	.
863052	  970.7	  568.6	  242.0	.
863054	  970.8	  568.4	  242.0	.
863056	  970.8	  568.4	  242.0	.
863058	  971.0	  568.6	  242.0	.
863060	  971.3	  568.3	  243.0	.
863062	  971.1	  568.6	  242.0	.
863064	  970.8	  568.2	  242.0	.
863066	  971.5	  567.6	  243.0	.
863068	  971.3	  567.2	  243.0	.
863070	  971.6	  567.8	  243.0	.
863072	  971.5	  568.6	  244.0	.
863074	  971.5	  570.3	  245.0	.
863076	  971.9	  570.6	  245.0	.
863078	  971.3	  570.4	  245.0	.
863080	  970.5	  570.1	  243.0	.
863082	  970.7	  568.4	  242.0	.
863084	  970.5	  568.4	  242.0	.
863086	  970.6	  570.4	  242.0	.
863088	  970.0	  570.7	  242.0	.
863090	  969.8	  570.4	  242.0	.
863092	  969.5	  570.9	  242.0	.
863094	  969.0	  571.6	  243.0	.
863096	  969.2	  572.8	  243.0	.
863098	  968.5	  572.9	  243.0	.
863100	  968.3	  573.8	  244.0	.
