MSG	843046 TRIAL 10 START
MSG	845936 DRIFTCORRECT L LEFT  at 960,540  OFFSET 0.68 deg.  -21.5,14.6 pix.
MSG	846656 RECCFG P 500 2 1 
MSG	846656 GAZE_COORDS 0.00 0.00 1919.00 1079.00
MSG	846657 !MODE RECORD P 500 2 1
START	846658 	LEFT	SAMPLES	EVENTS
PRESCALER	1
VPRESCALER	1
PUPIL	AREA
EVENTS	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
SAMPLES	GAZE	LEFT	RATE	 500.00	TRACKING	P	FILTER	2
847512	  984.7	  548.5	  237.0	.
847514	  984.6	  549.3	  237.0	.
847516	  984.7	  549.4	  237.0	.
847518	  984.7	  549.5	  237.0	.
847520	  984.5	  551.8	  237.0	.
847522	  985.4	  553.9	  237.0	.
847524	  985.4	  555.5	  237.0	.
847526	  986.5	  555.5	  236.0	.
847528	  985.9	  555.6	  235.0	.
847530	  985.2	  555.6	  235.0	.
847532	  984.7	  555.5	  234.0	.
847534	  984.2	  554.8	  234.0	.
847536	  984.3	  554.1	  234.0	.
847538	  984.3	  553.2	  234.0	.
847540	  984.8	  552.3	  234.0	.
847542	  985.9	  549.8	  235.0	.
847544	  986.2	  551.1	  235.0	.
847546	  986.6	  552.3	  235.0	.
847548	  987.0	  553.7	  234.0	.
847550	  987.2	  552.5	  231.0	.
847552	  987.1	  552.1	  231.0	.
847554	  987.2	  551.7	  235.0	.
847556	  987.4	  551.4	  235.0	.
847558	  987.3	  551.5	  235.0	.
847560	  987.3	  551.0	  235.0	.
847562	  988.6	  550.2	  235.0	.
847564	  989.2	  549.0	  235.0	.
847566	  989.2	  548.3	  235.0	.
847568	  989.5	  548.2	  235.0	.
847570	  989.5	  548.4	  235.0	.
847572	  989.6	  548.5	  234.0	.
847574	  990.8	  549.9	  234.0	.
847576	  991.5	  551.4	  234.0	.
847578	  991.4	  553.8	  234.0	.
847580	  992.1	  552.1	  233.0	.
847582	  991.7	  550.4	  233.0	.
847584	  991.8	  552.6	  232.0	.
847586	  991.5	  554.7	  232.0	.
847588	  991.3	  555.0	  231.0	.
847590	  991.9	  554.9	  231.0	.
847592	  992.7	  556.1	  231.0	.
847594	  992.5	  556.6	  230.0	.
847596	  992.4	  556.8	  227.0	.
847598	  992.9	  556.7	  227.0	.
847600	  992.2	  556.8	  227.0	.
847602	  991.2	  556.9	  227.0	.
847604	  991.1	  557.6	  228.0	.
847606	  991.8	  557.3	  228.0	.
847608	  991.9	  557.7	  229.0	.
847610	  991.9	  557.9	  229.0	.
847612	  991.7	  558.8	  228.0	.
847614	  991.2	  558.8	  228.0	.
847616	  992.3	  558.7	  227.0	.
847618	  993.2	  558.8	  227.0	.
847620	  993.1	  557.1	  228.0	.
847622	  993.0	  557.3	  228.0	.
847624	  992.2	  557.8	  228.0	.
847626	  991.1	  557.9	  228.0	.
847628	  991.1	  556.9	  228.0	.
847630	  990.9	  555.8	  228.0	.
847632	  991.9	  556.5	  230.0	.
847634	  992.7	  555.6	  230.0	.
847636	  992.9	  556.5	  229.0	.
847638	  992.7	  554.7	  229.0	.
847640	  993.3	  554.4	  229.0	.
847642	  993.0	  554.1	  229.0	.
847644	  993.2	  554.7	  228.0	.
847646	  993.3	  554.7	  228.0	.
847648	  993.8	  554.7	  228.0	.
847650	  993.4	  556.1	  227.0	.
847652	  993.4	  556.6	  227.0	.
847654	  993.4	  556.6	  227.0	.
847656	  993.5	  555.6	  228.0	.
847658	  993.7	  554.6	  229.0	.
847660	  992.9	  554.9	  229.0	.
847662	  992.4	  553.5	  229.0	.
847664	  992.1	  552.1	  229.0	.
847666	  992.5	  551.7	  230.0	.
847668	  992.0	  551.6	  230.0	.
847670	  991.8	  550.4	  230.0	.
847672	  992.0	  552.6	  230.0	.
847674	  992.3	  554.7	  230.0	.
847676	  992.4	  554.3	  229.0	.
847678	  992.3	  554.8	  228.0	.
847680	  992.0	  553.8	  228.0	.
847682	  991.0	  553.0	  228.0	.
847684	  989.9	  553.7	  228.0	.
847686	  987.9	  554.5	  228.0	.
847688	  988.3	  555.1	  228.0	.
847690	  987.8	  555.8	  228.0	.
847692	  987.2	  557.1	  229.0	.
